id,order_id,product_id,quantity,price_at_purchase
300,SYN000053,d5,2,249.0
301,SYN000053,d3,1,179.0
302,SYN000054,v3,3,79.0
303,SYN000054,v2,1,49.0
304,SYN000054,f5,3,99.0
305,SYN000054,v1,1,89.0
306,SYN000054,bv2,1,249.0
307,SYN000054,v4,1,39.0
308,SYN000055,d2,3,249.0
309,SYN000055,v4,1,39.0
310,SYN000055,d4,1,99.0
311,SYN000055,f4,1,199.0
312,SYN000056,v4,2,39.0
313,SYN000056,v2,2,49.0
314,SYN000056,b2,2,249.0
315,SYN000056,f4,1,199.0
316,SYN000057,v1,2,89.0
317,SYN000057,v5,3,149.0
318,SYN000057,d1,2,69.0
319,SYN000057,v3,1,79.0
320,SYN000057,f1,3,249.0
321,SYN000057,f6,3,179.0
322,SYN000057,v6,1,29.0
323,SYN000057,f3,1,149.0
324,SYN000058,f2,2,49.0
325,SYN000058,bv4,1,349.0
326,SYN000058,d5,3,249.0
327,SYN000058,v6,3,29.0
328,SYN000058,d1,3,69.0
329,SYN000058,v5,3,149.0
330,SYN000058,v4,1,39.0
331,SYN000058,v1,1,89.0
332,SYN000059,d3,1,179.0
333,SYN000059,f6,1,179.0
334,SYN000059,f4,1,199.0
335,SYN000059,f2,1,49.0
336,SYN000059,d4,3,99.0
337,SYN000060,s5,3,199.0
338,SYN000060,f4,3,199.0
339,SYN000060,d3,3,179.0
340,SYN000060,s2,3,249.0
341,SYN000060,d4,2,99.0
342,SYN000060,f1,1,249.0
343,SYN000061,s1,3,399.0
344,SYN000061,f5,1,99.0
345,SYN000061,b2,1,249.0
346,SYN000061,f4,1,199.0
347,SYN000061,f2,2,49.0
348,SYN000061,v5,2,149.0
349,SYN000061,v2,2,49.0
350,SYN000061,f1,3,249.0
351,SYN000062,bv4,3,349.0
352,SYN000062,d5,1,249.0
353,SYN000062,f2,3,49.0
354,SYN000062,f3,3,149.0
355,SYN000063,f6,3,179.0
356,SYN000063,d2,3,249.0
357,SYN000063,f1,3,249.0
358,SYN000063,d1,3,69.0
359,SYN000063,f2,3,49.0
360,SYN000064,d1,1,69.0
361,SYN000064,d4,3,99.0
362,SYN000064,d2,3,249.0
363,SYN000064,d3,2,179.0
364,SYN000064,v1,2,89.0
365,SYN000064,v5,1,149.0
366,SYN000064,f1,1,249.0
367,SYN000065,v6,2,29.0
368,SYN000065,v4,1,39.0
369,SYN000065,f5,2,99.0
370,SYN000065,v3,3,79.0
371,SYN000066,f6,2,179.0
372,SYN000066,f3,3,149.0
373,SYN000066,f5,3,99.0
374,SYN000066,v3,2,79.0
375,SYN000067,d2,1,249.0
376,SYN000067,v3,2,79.0
377,SYN000067,d1,2,69.0
378,SYN000067,bv1,1,149.0
379,SYN000067,f1,3,249.0
380,SYN000067,v4,3,39.0
381,SYN000067,f2,3,49.0
382,SYN000068,f2,2,49.0
383,SYN000068,d4,1,99.0
384,SYN000068,v5,3,149.0
385,SYN000068,d5,3,249.0
386,SYN000068,d1,2,69.0
387,SYN000068,v2,2,49.0
388,SYN000068,f6,1,179.0
389,SYN000068,f5,1,99.0
390,SYN000069,v6,2,29.0
391,SYN000069,s5,2,199.0
392,SYN000069,d1,2,69.0
393,SYN000069,v1,1,89.0
394,SYN000069,d3,1,179.0
395,SYN000069,f3,1,149.0
396,SYN000070,v2,2,49.0
397,SYN000070,d3,2,179.0
398,SYN000070,d5,1,249.0
399,SYN000070,b4,2,599.0
400,SYN000070,d4,3,99.0
401,SYN000071,d4,1,99.0
402,SYN000071,d5,2,249.0
403,SYN000071,f6,3,179.0
404,SYN000071,bv2,3,249.0
405,SYN000071,v4,1,39.0
406,SYN000071,v6,3,29.0
407,SYN000071,bv4,1,349.0
408,SYN000071,f5,3,99.0
409,SYN000072,v5,3,149.0
410,SYN000072,f2,2,49.0
411,SYN000072,f6,2,179.0
412,SYN000072,d1,1,69.0
413,SYN000072,d3,1,179.0
414,SYN000073,d1,2,69.0
415,SYN000073,v4,3,39.0
416,SYN000073,bv1,2,149.0
417,SYN000073,d5,3,249.0
418,SYN000073,v5,2,149.0
419,SYN000074,f4,1,199.0
420,SYN000074,f2,2,49.0
421,SYN000074,v5,3,149.0
422,SYN000074,v4,3,39.0
423,SYN000075,v3,3,79.0
424,SYN000075,d2,1,249.0
425,SYN000075,f6,2,179.0
426,SYN000075,v2,2,49.0
427,SYN000075,d5,2,249.0
428,SYN000075,f1,3,249.0
429,SYN000075,d4,2,99.0
430,SYN000076,b5,2,299.0
431,SYN000076,f6,1,179.0
432,SYN000076,d5,1,249.0
433,SYN000076,v1,3,89.0
434,SYN000076,f5,1,99.0
435,SYN000076,v6,1,29.0
436,SYN000076,d3,3,179.0
437,SYN000077,f5,3,99.0
438,SYN000077,f6,2,179.0
439,SYN000077,f2,3,49.0
440,SYN000077,f3,2,149.0
441,SYN000077,v6,1,29.0
442,SYN000077,d4,3,99.0
443,SYN000077,v2,1,49.0
444,SYN000078,v2,2,49.0
445,SYN000078,f5,2,99.0
446,SYN000078,d2,1,249.0
447,SYN000078,v6,3,29.0
448,SYN000078,d1,3,69.0
449,SYN000079,f1,2,249.0
450,SYN000079,f3,2,149.0
451,SYN000079,v6,2,29.0
452,SYN000079,v2,2,49.0
453,SYN000079,d3,1,179.0
454,SYN000079,f6,1,179.0
455,SYN000079,v4,1,39.0
456,SYN000080,d2,3,249.0
457,SYN000080,v2,3,49.0
458,SYN000080,v3,2,79.0
459,SYN000080,d1,2,69.0
460,SYN000080,bv1,3,149.0
461,SYN000081,f3,1,149.0
462,SYN000081,d3,1,179.0
463,SYN000081,b5,2,299.0
464,SYN000081,v5,2,149.0
465,SYN000081,d5,1,249.0
466,SYN000081,f6,2,179.0
467,SYN000081,d2,1,249.0
468,SYN000082,v6,2,29.0
469,SYN000082,f2,1,49.0
470,SYN000082,v3,3,79.0
471,SYN000082,v2,2,49.0
472,SYN000083,d2,2,249.0
473,SYN000083,f1,3,249.0
474,SYN000083,bv3,3,199.0
475,SYN000083,d3,3,179.0
476,SYN000083,f2,3,49.0
477,SYN000083,v3,1,79.0
478,SYN000083,v6,1,29.0
479,SYN000084,d5,3,249.0
480,SYN000084,v2,3,49.0
481,SYN000084,f6,1,179.0
482,SYN000084,d1,2,69.0
483,SYN000084,f5,3,99.0
484,SYN000084,f1,2,249.0
485,SYN000085,v6,3,29.0
486,SYN000085,f1,2,249.0
487,SYN000085,f2,2,49.0
488,SYN000085,f3,2,149.0
489,SYN000085,v1,1,89.0
490,SYN000085,b3,1,199.0
491,SYN000086,v6,1,29.0
492,SYN000086,v5,1,149.0
493,SYN000086,d2,1,249.0
494,SYN000086,f1,1,249.0
495,SYN000086,f4,3,199.0
496,SYN000087,f5,2,99.0
497,SYN000087,f6,3,179.0
498,SYN000087,f2,3,49.0
499,SYN000087,d5,1,249.0
500,SYN000087,v4,3,39.0
501,SYN000087,d1,2,69.0
502,SYN000087,v3,2,79.0
503,SYN000088,v1,1,89.0
504,SYN000088,d5,3,249.0
505,SYN000088,bv2,1,249.0
506,SYN000088,s2,3,249.0
507,SYN000088,d1,2,69.0
508,SYN000088,v2,3,49.0
509,SYN000088,v5,1,149.0
510,SYN000089,bv3,1,199.0
511,SYN000089,f6,3,179.0
512,SYN000089,d2,1,249.0
513,SYN000089,v6,1,29.0
514,SYN000089,f1,2,249.0
515,SYN000090,d5,3,249.0
516,SYN000090,v1,1,89.0
517,SYN000090,f4,3,199.0
518,SYN000090,f5,1,99.0
519,SYN000090,d3,1,179.0
520,SYN000090,bv3,3,199.0
521,SYN000090,v2,2,49.0
522,SYN000090,d4,2,99.0
523,SYN000091,v3,3,79.0
524,SYN000091,bv2,3,249.0
525,SYN000091,f4,1,199.0
526,SYN000091,d5,2,249.0
527,SYN000092,f2,2,49.0
528,SYN000092,d4,1,99.0
529,SYN000092,f6,3,179.0
530,SYN000092,bv3,3,199.0
531,SYN000092,f4,1,199.0
532,SYN000092,b2,2,249.0
533,SYN000092,f3,1,149.0
534,SYN000092,d5,1,249.0
535,SYN000093,d3,3,179.0
536,SYN000093,d4,3,99.0
537,SYN000093,f4,2,199.0
538,SYN000093,f3,2,149.0
539,SYN000093,f5,2,99.0
540,SYN000093,v5,2,149.0
541,SYN000094,f2,3,49.0
542,SYN000094,f4,3,199.0
543,SYN000094,d1,1,69.0
544,SYN000094,v2,2,49.0
545,SYN000094,v4,1,39.0
546,SYN000095,d1,1,69.0
547,SYN000095,f1,1,249.0
548,SYN000095,d4,2,99.0
549,SYN000095,v5,2,149.0
550,SYN000095,b4,2,599.0
551,SYN000095,d2,1,249.0
552,SYN000095,s3,1,99.0
553,SYN000095,bv2,2,249.0
554,SYN000096,d1,2,69.0
555,SYN000096,b2,1,249.0
556,SYN000096,s3,3,99.0
557,SYN000096,f4,3,199.0
558,SYN000097,f2,1,49.0
559,SYN000097,bv2,3,249.0
560,SYN000097,d5,3,249.0
561,SYN000097,d3,2,179.0
562,SYN000097,s2,1,249.0
563,SYN000097,f1,3,249.0
564,SYN000098,v4,3,39.0
565,SYN000098,f3,3,149.0
566,SYN000098,d4,2,99.0
567,SYN000098,v5,2,149.0
568,SYN000099,f4,3,199.0
569,SYN000099,v2,1,49.0
570,SYN000099,v3,2,79.0
571,SYN000099,b2,3,249.0
572,SYN000100,v1,3,89.0
573,SYN000100,d4,3,99.0
574,SYN000100,d3,1,179.0
575,SYN000100,v4,3,39.0
576,SYN000100,v5,2,149.0
577,SYN000100,d1,1,69.0
578,SYN000100,f5,2,99.0
579,SYN000100,v2,2,49.0
580,SYN000101,d2,3,249.0
581,SYN000101,d1,2,69.0
582,SYN000101,b5,1,299.0
583,SYN000101,s4,2,299.0
584,SYN000101,b2,1,249.0
585,SYN000102,f5,1,99.0
586,SYN000102,v6,1,29.0
587,SYN000102,v1,3,89.0
588,SYN000102,v4,3,39.0
589,SYN000102,s5,1,199.0
590,SYN000102,f4,3,199.0
591,SYN000103,f2,2,49.0
592,SYN000103,v6,2,29.0
593,SYN000103,f5,3,99.0
594,SYN000103,v1,1,89.0
595,SYN000103,v2,1,49.0
596,SYN000103,v5,1,149.0
597,SYN000104,d5,2,249.0
598,SYN000104,d1,2,69.0
599,SYN000104,f5,1,99.0
600,SYN000104,v6,2,29.0
601,SYN000104,f1,1,249.0
602,SYN000104,v4,1,39.0
603,SYN000104,v3,3,79.0
604,SYN000105,f2,1,49.0
605,SYN000105,v1,3,89.0
606,SYN000105,d1,3,69.0
607,SYN000105,f3,3,149.0
608,SYN000105,d3,2,179.0
609,SYN000105,d5,1,249.0
610,SYN000105,f5,3,99.0
611,SYN000105,f1,3,249.0
612,SYN000106,f4,2,199.0
613,SYN000106,v6,1,29.0
614,SYN000106,d1,3,69.0
615,SYN000106,v5,3,149.0
616,SYN000106,f3,1,149.0
617,SYN000106,v4,1,39.0
618,SYN000106,v1,1,89.0
619,SYN000106,v2,1,49.0
620,SYN000107,d5,2,249.0
621,SYN000107,v3,1,79.0
622,SYN000107,v4,1,39.0
623,SYN000107,d4,1,99.0
624,SYN000107,v5,2,149.0
625,SYN000107,f5,1,99.0
626,SYN000107,v2,1,49.0
627,SYN000108,v3,2,79.0
628,SYN000108,f1,2,249.0
629,SYN000108,f5,2,99.0
630,SYN000108,f4,2,199.0
631,SYN000108,d5,1,249.0
632,SYN000108,d1,1,69.0
633,SYN000109,f5,1,99.0
634,SYN000109,d3,2,179.0
635,SYN000109,v6,1,29.0
636,SYN000109,f6,1,179.0
637,SYN000110,v1,3,89.0
638,SYN000110,d2,2,249.0
639,SYN000110,bv4,1,349.0
640,SYN000110,v5,2,149.0
641,SYN000110,s1,2,399.0
642,SYN000110,f1,2,249.0
643,SYN000111,bv1,1,149.0
644,SYN000111,v4,1,39.0
645,SYN000111,s4,3,299.0
646,SYN000111,f1,3,249.0
647,SYN000112,f5,2,99.0
648,SYN000112,v4,3,39.0
649,SYN000112,f1,2,249.0
650,SYN000112,f6,3,179.0
651,SYN000112,v6,2,29.0
652,SYN000112,d3,2,179.0
653,SYN000112,b3,2,199.0
654,SYN000112,d1,3,69.0
655,SYN000113,d3,1,179.0
656,SYN000113,f5,1,99.0
657,SYN000113,d4,3,99.0
658,SYN000113,d5,1,249.0
659,SYN000113,v6,3,29.0
660,SYN000113,v1,3,89.0
661,SYN000114,v5,2,149.0
662,SYN000114,v6,2,29.0
663,SYN000114,d2,3,249.0
664,SYN000114,d4,3,99.0
665,SYN000114,d3,3,179.0
666,SYN000114,d1,3,69.0
667,SYN000114,f1,1,249.0
668,SYN000114,bv2,3,249.0
669,SYN000115,f4,3,199.0
670,SYN000115,f6,2,179.0
671,SYN000115,f2,1,49.0
672,SYN000115,v3,2,79.0
673,SYN000115,d1,3,69.0
674,SYN000115,v6,1,29.0
675,SYN000116,v3,2,79.0
676,SYN000116,f4,2,199.0
677,SYN000116,d2,2,249.0
678,SYN000116,f6,2,179.0
679,SYN000117,f5,2,99.0
680,SYN000117,f2,1,49.0
681,SYN000117,s3,1,99.0
682,SYN000117,d2,3,249.0
683,SYN000117,f6,2,179.0
684,SYN000117,v3,3,79.0
685,SYN000118,d1,2,69.0
686,SYN000118,s1,3,399.0
687,SYN000118,v1,3,89.0
688,SYN000118,d4,3,99.0
689,SYN000118,v3,3,79.0
690,SYN000118,f5,3,99.0
691,SYN000118,bv1,1,149.0
692,SYN000119,d1,1,69.0
693,SYN000119,f1,3,249.0
694,SYN000119,f6,1,179.0
695,SYN000119,v2,3,49.0
696,SYN000119,f2,1,49.0
697,SYN000119,v5,1,149.0
698,SYN000119,d4,2,99.0
699,SYN000120,bv2,1,249.0
700,SYN000120,f1,1,249.0
701,SYN000120,d2,3,249.0
702,SYN000120,bv4,2,349.0
703,SYN000121,v6,2,29.0
704,SYN000121,v1,2,89.0
705,SYN000121,d2,3,249.0
706,SYN000121,f5,1,99.0
707,SYN000121,d1,2,69.0
708,SYN000121,d5,3,249.0
709,SYN000121,f4,1,199.0
710,SYN000121,d3,1,179.0
711,SYN000122,bv3,3,199.0
712,SYN000122,s3,1,99.0
713,SYN000122,f2,2,49.0
714,SYN000122,v3,1,79.0
715,SYN000122,b5,3,299.0
716,SYN000122,f3,2,149.0
717,SYN000122,f5,2,99.0
718,SYN000122,v5,2,149.0
719,SYN000123,bv2,3,249.0
720,SYN000123,v6,3,29.0
721,SYN000123,s5,1,199.0
722,SYN000123,d1,2,69.0
723,SYN000124,f6,3,179.0
724,SYN000124,s5,3,199.0
725,SYN000124,d4,1,99.0
726,SYN000125,d4,2,99.0
727,SYN000125,v6,3,29.0
728,SYN000125,d2,1,249.0
729,SYN000125,s5,1,199.0
730,SYN000125,v4,1,39.0
731,SYN000126,v1,1,89.0
732,SYN000126,v5,1,149.0
733,SYN000126,d3,2,179.0
734,SYN000127,d5,1,249.0
735,SYN000127,f5,2,99.0
736,SYN000127,d2,2,249.0
737,SYN000128,v1,3,89.0
738,SYN000128,f6,1,179.0
739,SYN000128,d2,3,249.0
740,SYN000128,f2,2,49.0
741,SYN000128,v4,1,39.0
742,SYN000129,v3,2,79.0
743,SYN000129,d4,1,99.0
744,SYN000129,d3,2,179.0
745,SYN000129,v4,2,39.0
746,SYN000129,b1,2,199.0
747,SYN000130,d1,3,69.0
748,SYN000130,s1,3,399.0
749,SYN000130,s5,1,199.0
750,SYN000131,s5,1,199.0
751,SYN000131,s4,1,299.0
752,SYN000131,s2,3,249.0
753,SYN000131,b4,3,599.0
754,SYN000132,v6,1,29.0
755,SYN000132,b5,2,299.0
756,SYN000132,s3,3,99.0
757,SYN000133,v1,3,89.0
758,SYN000133,v6,3,29.0
759,SYN000133,bv2,1,249.0
760,SYN000133,d3,2,179.0
761,SYN000134,bv3,1,199.0
762,SYN000134,v6,1,29.0
763,SYN000134,v2,3,49.0
764,SYN000134,d5,3,249.0
765,SYN000135,s2,2,249.0
766,SYN000135,v5,2,149.0
767,SYN000135,v6,2,29.0
768,SYN000135,f2,3,49.0
769,SYN000136,s1,2,399.0
770,SYN000136,v3,2,79.0
771,SYN000136,d4,1,99.0
772,SYN000136,f2,3,49.0
773,SYN000137,d4,2,99.0
774,SYN000137,s3,3,99.0
775,SYN000137,d1,1,69.0
776,SYN000137,d3,3,179.0
777,SYN000138,d1,2,69.0
778,SYN000138,v1,1,89.0
779,SYN000138,d4,2,99.0
780,SYN000138,v5,3,149.0
781,SYN000139,s2,2,249.0
782,SYN000139,d3,2,179.0
783,SYN000139,v6,1,29.0
784,SYN000139,d1,1,69.0
785,SYN000139,v2,3,49.0
786,SYN000139,b4,1,599.0
787,SYN000140,v2,2,49.0
788,SYN000140,f1,1,249.0
789,SYN000140,s2,2,249.0
790,SYN000140,d3,2,179.0
791,SYN000141,d1,3,69.0
792,SYN000141,f2,3,49.0
793,SYN000141,f1,1,249.0
794,SYN000141,v5,2,149.0
795,SYN000141,d2,2,249.0
796,SYN000141,v3,2,79.0
797,SYN000142,v5,2,149.0
798,SYN000142,s5,2,199.0
799,SYN000142,d1,2,69.0
800,SYN000143,v1,2,89.0
801,SYN000143,d1,3,69.0
802,SYN000143,s2,1,249.0
803,SYN000143,s1,1,399.0
804,SYN000143,v4,3,39.0
805,SYN000143,d3,1,179.0
806,SYN000144,d4,3,99.0
807,SYN000144,v3,2,79.0
808,SYN000144,s1,2,399.0
809,SYN000144,v5,3,149.0
810,SYN000144,s2,2,249.0
811,SYN000145,s3,3,99.0
812,SYN000145,d1,2,69.0
813,SYN000145,v1,3,89.0
814,SYN000145,b1,2,199.0
815,SYN000145,v2,2,49.0
816,SYN000145,d2,1,249.0
817,SYN000146,v3,1,79.0
818,SYN000146,v2,2,49.0
