id,product_id,date,quantity_sold,revenue
360,b2,2025-09-01,4,996.0
361,b3,2025-09-01,4,796.0
362,b4,2025-09-01,2,1198.0
363,b5,2025-09-01,5,1495.0
364,bv1,2025-09-01,6,894.0
365,bv2,2025-09-01,5,1245.0
366,bv3,2025-09-01,4,796.0
367,bv4,2025-09-01,6,2094.0
368,s1,2025-09-01,4,1596.0
369,s2,2025-09-01,5,1245.0
370,s3,2025-09-01,5,495.0
371,s4,2025-09-01,3,897.0
372,s5,2025-09-01,4,796.0
373,f1,2025-09-02,4,996.0
374,f2,2025-09-02,6,294.0
375,f3,2025-09-02,6,894.0
376,f4,2025-09-02,5,995.0
377,f5,2025-09-02,4,396.0
378,f6,2025-09-02,3,537.0
379,v1,2025-09-02,5,445.0
380,v2,2025-09-02,6,294.0
381,v3,2025-09-02,6,474.0
382,v4,2025-09-02,9,351.0
383,v5,2025-09-02,4,596.0
384,v6,2025-09-02,7,203.0
385,d1,2025-09-02,7,483.0
386,d2,2025-09-02,4,996.0
387,d3,2025-09-02,6,1074.0
388,d4,2025-09-02,6,594.0
389,d5,2025-09-02,6,1494.0
390,b1,2025-09-02,6,1194.0
391,b2,2025-09-02,5,1245.0
392,b3,2025-09-02,3,597.0
393,b4,2025-09-02,3,1797.0
394,b5,2025-09-02,5,1495.0
395,bv1,2025-09-02,6,894.0
396,bv2,2025-09-02,5,1245.0
397,bv3,2025-09-02,6,1194.0
398,bv4,2025-09-02,7,2443.0
399,s1,2025-09-02,4,1596.0
400,s2,2025-09-02,7,1743.0
401,s3,2025-09-02,6,594.0
402,s4,2025-09-02,4,1196.0
403,s5,2025-09-02,5,995.0
404,f1,2025-09-03,4,996.0
405,f2,2025-09-03,8,392.0
406,f3,2025-09-03,5,745.0
407,f4,2025-09-03,7,1393.0
408,f5,2025-09-03,8,792.0
409,f6,2025-09-03,5,895.0
410,v1,2025-09-03,8,712.0
411,v2,2025-09-03,6,294.0
412,v3,2025-09-03,7,553.0
413,v4,2025-09-03,7,273.0
414,v5,2025-09-03,6,894.0
415,v6,2025-09-03,6,174.0
416,d1,2025-09-03,9,621.0
417,d2,2025-09-03,4,996.0
418,d3,2025-09-03,7,1253.0
419,d4,2025-09-03,10,990.0
420,d5,2025-09-03,6,1494.0
421,b1,2025-09-03,8,1592.0
422,b2,2025-09-03,9,2241.0
423,b3,2025-09-03,5,995.0
424,b4,2025-09-03,3,1797.0
425,b5,2025-09-03,4,1196.0
426,bv1,2025-09-03,6,894.0
427,bv2,2025-09-03,7,1743.0
428,bv3,2025-09-03,7,1393.0
429,bv4,2025-09-03,7,2443.0
430,s1,2025-09-03,3,1197.0
431,s2,2025-09-03,5,1245.0
432,s3,2025-09-03,8,792.0
433,s4,2025-09-03,4,1196.0
434,s5,2025-09-03,6,1194.0
435,f1,2025-09-04,6,1494.0
436,f2,2025-09-04,6,294.0
437,f3,2025-09-04,5,745.0
438,f4,2025-09-04,7,1393.0
439,f5,2025-09-04,6,594.0
440,f6,2025-09-04,4,716.0
441,v1,2025-09-04,9,801.0
442,v2,2025-09-04,8,392.0
443,v3,2025-09-04,6,474.0
444,v4,2025-09-04,10,390.0
445,v5,2025-09-04,6,894.0
446,v6,2025-09-04,9,261.0
447,d1,2025-09-04,9,621.0
448,d2,2025-09-04,6,1494.0
449,d3,2025-09-04,7,1253.0
450,d4,2025-09-04,8,792.0
451,d5,2025-09-04,7,1743.0
452,b1,2025-09-04,8,1592.0
453,b2,2025-09-04,7,1743.0
454,b3,2025-09-04,7,1393.0
455,b4,2025-09-04,4,2396.0
456,b5,2025-09-04,8,2392.0
457,bv1,2025-09-04,7,1043.0
458,bv2,2025-09-04,9,2241.0
459,bv3,2025-09-04,4,796.0
460,bv4,2025-09-04,8,2792.0
461,s1,2025-09-04,4,1596.0
462,s2,2025-09-04,9,2241.0
463,s3,2025-09-04,6,594.0
464,s4,2025-09-04,4,1196.0
465,s5,2025-09-04,7,1393.0
466,f1,2025-09-05,7,1743.0
467,f2,2025-09-05,9,441.0
468,f3,2025-09-05,6,894.0
469,f4,2025-09-05,9,1791.0
470,f5,2025-09-05,7,693.0
471,f6,2025-09-05,6,1074.0
472,v1,2025-09-05,9,801.0
473,v2,2025-09-05,9,441.0
474,v3,2025-09-05,8,632.0
475,v4,2025-09-05,11,429.0
476,v5,2025-09-05,4,596.0
477,v6,2025-09-05,10,290.0
478,d1,2025-09-05,10,690.0
479,d2,2025-09-05,8,1992.0
480,d3,2025-09-05,6,1074.0
481,d4,2025-09-05,10,990.0
482,d5,2025-09-05,5,1245.0
483,b1,2025-09-05,9,1791.0
484,b2,2025-09-05,8,1992.0
485,b3,2025-09-05,7,1393.0
486,b4,2025-09-05,5,2995.0
487,b5,2025-09-05,8,2392.0
488,bv1,2025-09-05,7,1043.0
489,bv2,2025-09-05,6,1494.0
490,bv3,2025-09-05,8,1592.0
491,bv4,2025-09-05,8,2792.0
492,s1,2025-09-05,5,1995.0
493,s2,2025-09-05,7,1743.0
494,s3,2025-09-05,8,792.0
495,s4,2025-09-05,7,2093.0
496,s5,2025-09-05,9,1791.0
497,f1,2025-09-06,10,2490.0
498,f2,2025-09-06,8,392.0
499,f3,2025-09-06,9,1341.0
500,f4,2025-09-06,11,2189.0
501,f5,2025-09-06,8,792.0
502,f6,2025-09-06,7,1253.0
503,v1,2025-09-06,9,801.0
504,v2,2025-09-06,10,490.0
505,v3,2025-09-06,9,711.0
506,v4,2025-09-06,11,429.0
507,v5,2025-09-06,8,1192.0
508,v6,2025-09-06,9,261.0
509,d1,2025-09-06,14,966.0
510,d2,2025-09-06,7,1743.0
511,d3,2025-09-06,9,1611.0
512,d4,2025-09-06,14,1386.0
513,d5,2025-09-06,10,2490.0
514,b1,2025-09-06,9,1791.0
515,b2,2025-09-06,10,2490.0
516,b3,2025-09-06,6,1194.0
517,b4,2025-09-06,6,3594.0
518,b5,2025-09-06,6,1794.0
519,bv1,2025-09-06,8,1192.0
520,bv2,2025-09-06,9,2241.0
521,bv3,2025-09-06,7,1393.0
522,bv4,2025-09-06,11,3839.0
523,s1,2025-09-06,5,1995.0
524,s2,2025-09-06,7,1743.0
525,s3,2025-09-06,9,891.0
526,s4,2025-09-06,7,2093.0
527,s5,2025-09-06,12,2388.0
528,f1,2025-09-07,7,1743.0
529,f2,2025-09-07,9,441.0
530,f3,2025-09-07,6,894.0
531,f4,2025-09-07,7,1393.0
532,f5,2025-09-07,12,1188.0
533,f6,2025-09-07,8,1432.0
534,v1,2025-09-07,11,979.0
535,v2,2025-09-07,11,539.0
536,v3,2025-09-07,9,711.0
537,v4,2025-09-07,11,429.0
538,v5,2025-09-07,8,1192.0
539,v6,2025-09-07,9,261.0
540,d1,2025-09-07,10,690.0
541,d2,2025-09-07,9,2241.0
542,d3,2025-09-07,8,1432.0
543,d4,2025-09-07,10,990.0
544,d5,2025-09-07,7,1743.0
545,b1,2025-09-07,11,2189.0
546,b2,2025-09-07,7,1743.0
547,b3,2025-09-07,8,1592.0
548,b4,2025-09-07,6,3594.0
549,b5,2025-09-07,8,2392.0
550,bv1,2025-09-07,11,1639.0
551,bv2,2025-09-07,12,2988.0
552,bv3,2025-09-07,9,1791.0
553,bv4,2025-09-07,8,2792.0
554,s1,2025-09-07,5,1995.0
555,s2,2025-09-07,10,2490.0
556,s3,2025-09-07,11,1089.0
557,s4,2025-09-07,5,1495.0
558,s5,2025-09-07,8,1592.0
559,f1,2025-09-08,4,996.0
560,f2,2025-09-08,5,245.0
561,f3,2025-09-08,4,596.0
562,f4,2025-09-08,5,995.0
563,f5,2025-09-08,6,594.0
564,f6,2025-09-08,5,895.0
565,v1,2025-09-08,6,534.0
566,v2,2025-09-08,7,343.0
567,v3,2025-09-08,4,316.0
568,v4,2025-09-08,8,312.0
569,v5,2025-09-08,3,447.0
570,v6,2025-09-08,7,203.0
571,d1,2025-09-08,4,276.0
572,d2,2025-09-08,3,747.0
573,d3,2025-09-08,5,895.0
574,d4,2025-09-08,6,594.0
575,d5,2025-09-08,5,1245.0
576,b1,2025-09-08,5,995.0
577,b2,2025-09-08,6,1494.0
578,b3,2025-09-08,5,995.0
579,b4,2025-09-08,3,1797.0
580,b5,2025-09-08,5,1495.0
581,bv1,2025-09-08,6,894.0
582,bv2,2025-09-08,6,1494.0
583,bv3,2025-09-08,3,597.0
584,bv4,2025-09-08,6,2094.0
585,s1,2025-09-08,3,1197.0
586,s2,2025-09-08,5,1245.0
587,s3,2025-09-08,6,594.0
588,s4,2025-09-08,4,1196.0
589,s5,2025-09-08,4,796.0
590,f1,2025-09-09,4,996.0
591,f2,2025-09-09,7,343.0
592,f3,2025-09-09,6,894.0
593,f4,2025-09-09,6,1194.0
594,f5,2025-09-09,5,495.0
595,f6,2025-09-09,3,537.0
596,v1,2025-09-09,5,445.0
597,v2,2025-09-09,8,392.0
598,v3,2025-09-09,4,316.0
599,v4,2025-09-09,8,312.0
600,v5,2025-09-09,5,745.0
601,v6,2025-09-09,7,203.0
602,d1,2025-09-09,6,414.0
603,d2,2025-09-09,6,1494.0
604,d3,2025-09-09,5,895.0
605,d4,2025-09-09,8,792.0
606,d5,2025-09-09,3,747.0
607,b1,2025-09-09,7,1393.0
608,b2,2025-09-09,8,1992.0
609,b3,2025-09-09,5,995.0
610,b4,2025-09-09,4,2396.0
611,b5,2025-09-09,5,1495.0
612,bv1,2025-09-09,6,894.0
613,bv2,2025-09-09,8,1992.0
614,bv3,2025-09-09,4,796.0
615,bv4,2025-09-09,7,2443.0
616,s1,2025-09-09,3,1197.0
617,s2,2025-09-09,5,1245.0
618,s3,2025-09-09,6,594.0
619,s4,2025-09-09,5,1495.0
620,s5,2025-09-09,7,1393.0
621,f1,2025-09-10,6,1494.0
622,f2,2025-09-10,5,245.0
623,f3,2025-09-10,7,1043.0
624,f4,2025-09-10,6,1194.0
625,f5,2025-09-10,5,495.0
626,f6,2025-09-10,3,537.0
627,v1,2025-09-10,5,445.0
628,v2,2025-09-10,5,245.0
629,v3,2025-09-10,8,632.0
630,v4,2025-09-10,7,273.0
631,v5,2025-09-10,6,894.0
632,v6,2025-09-10,10,290.0
633,d1,2025-09-10,5,345.0
634,d2,2025-09-10,4,996.0
635,d3,2025-09-10,5,895.0
636,d4,2025-09-10,10,990.0
637,d5,2025-09-10,6,1494.0
638,b1,2025-09-10,6,1194.0
639,b2,2025-09-10,6,1494.0
640,b3,2025-09-10,6,1194.0
641,b4,2025-09-10,4,2396.0
642,b5,2025-09-10,6,1794.0
643,bv1,2025-09-10,9,1341.0
644,bv2,2025-09-10,5,1245.0
645,bv3,2025-09-10,5,995.0
646,bv4,2025-09-10,5,1745.0
647,s1,2025-09-10,4,1596.0
648,s2,2025-09-10,4,996.0
649,s3,2025-09-10,5,495.0
650,s4,2025-09-10,4,1196.0
651,s5,2025-09-10,7,1393.0
652,f1,2025-09-11,4,996.0
653,f2,2025-09-11,8,392.0
654,f3,2025-09-11,4,596.0
655,f4,2025-09-11,8,1592.0
656,f5,2025-09-11,7,693.0
657,f6,2025-09-11,5,895.0
658,v1,2025-09-11,6,534.0
659,v2,2025-09-11,10,490.0
660,v3,2025-09-11,6,474.0
661,v4,2025-09-11,7,273.0
662,v5,2025-09-11,7,1043.0
663,v6,2025-09-11,8,232.0
664,d1,2025-09-11,8,552.0
665,d2,2025-09-11,6,1494.0
666,d3,2025-09-11,6,1074.0
667,d4,2025-09-11,7,693.0
668,d5,2025-09-11,5,1245.0
669,b1,2025-09-11,6,1194.0
670,b2,2025-09-11,8,1992.0
671,b3,2025-09-11,5,995.0
672,b4,2025-09-11,4,2396.0
673,b5,2025-09-11,6,1794.0
674,bv1,2025-09-11,8,1192.0
675,bv2,2025-09-11,7,1743.0
676,bv3,2025-09-11,5,995.0
677,bv4,2025-09-11,5,1745.0
678,s1,2025-09-11,4,1596.0
679,s2,2025-09-11,6,1494.0
680,s3,2025-09-11,9,891.0
681,s4,2025-09-11,5,1495.0
682,s5,2025-09-11,8,1592.0
683,f1,2025-09-12,6,1494.0
684,f2,2025-09-12,9,441.0
685,f3,2025-09-12,7,1043.0
686,f4,2025-09-12,6,1194.0
687,f5,2025-09-12,8,792.0
688,f6,2025-09-12,7,1253.0
689,v1,2025-09-12,7,623.0
690,v2,2025-09-12,7,343.0
691,v3,2025-09-12,9,711.0
692,v4,2025-09-12,11,429.0
693,v5,2025-09-12,6,894.0
694,v6,2025-09-12,9,261.0
695,d1,2025-09-12,7,483.0
696,d2,2025-09-12,8,1992.0
697,d3,2025-09-12,5,895.0
698,d4,2025-09-12,11,1089.0
699,d5,2025-09-12,7,1743.0
700,b1,2025-09-12,8,1592.0
701,b2,2025-09-12,7,1743.0
702,b3,2025-09-12,6,1194.0
703,b4,2025-09-12,4,2396.0
704,b5,2025-09-12,5,1495.0
705,bv1,2025-09-12,10,1490.0
706,bv2,2025-09-12,6,1494.0
707,bv3,2025-09-12,6,1194.0
708,bv4,2025-09-12,6,2094.0
709,s1,2025-09-12,5,1995.0
710,s2,2025-09-12,8,1992.0
711,s3,2025-09-12,7,693.0
712,s4,2025-09-12,6,1794.0
713,s5,2025-09-12,6,1194.0
714,f1,2025-09-13,6,1494.0
715,f2,2025-09-13,10,490.0
716,f3,2025-09-13,9,1341.0
717,f4,2025-09-13,9,1791.0
718,f5,2025-09-13,12,1188.0
719,f6,2025-09-13,6,1074.0
720,v1,2025-09-13,13,1157.0
721,v2,2025-09-13,11,539.0
722,v3,2025-09-13,7,553.0
723,v4,2025-09-13,12,468.0
724,v5,2025-09-13,8,1192.0
725,v6,2025-09-13,14,406.0
726,d1,2025-09-13,14,966.0
727,d2,2025-09-13,8,1992.0
728,d3,2025-09-13,9,1611.0
729,d4,2025-09-13,12,1188.0
730,d5,2025-09-13,10,2490.0
731,b1,2025-09-13,13,2587.0
732,b2,2025-09-13,12,2988.0
733,b3,2025-09-13,8,1592.0
734,b4,2025-09-13,5,2995.0
735,b5,2025-09-13,9,2691.0
736,bv1,2025-09-13,14,2086.0
737,bv2,2025-09-13,8,1992.0
738,bv3,2025-09-13,10,1990.0
739,bv4,2025-09-13,8,2792.0
740,s1,2025-09-13,6,2394.0
741,s2,2025-09-13,12,2988.0
742,s3,2025-09-13,10,990.0
743,s4,2025-09-13,6,1794.0
744,s5,2025-09-13,11,2189.0
745,f1,2025-09-14,8,1992.0
746,f2,2025-09-14,11,539.0
747,f3,2025-09-14,7,1043.0
